prediction,actual
"the miami dolphins are the top team in professional football, according to the new york times's first computer ranking of the season. upward movement comes with difficulty in the league, so the dolphin climb is a tribute to coach don shula's young team, which takes on the jets sunday in miami. at the end of last season and before the playoffs, the atlanta falcons, who had won 12 of 16 regular-season games, finished at the top of the ranking, followed by the los angeles rams, the cowboys and the eagles. stands computer ranking based on games through sept. distinctions were also made as to the success of the offensive and defensive units. the top-ranked team is assigned a rating of 1.000; the ratings of all other teams are percentages reflecting their strength relative to the top team.","the miami dolphins are the top team in professional football, according to the new york times's first computer ranking of the season. after the dolphins come the philadelphia eagles and the dallas cowboys, the league's two other undefeated teams.   the ranking is determined by a formula in which each game is analyzed as to who won and lost, by what margin and how strong the teams were according to their past performances. further, recent games a team has played carry more weight than earlier results."
"san salvador, march 4— president jose napoleon duarte of el salvador said today that no ''preparations'' had been made for negotiations with the leaders of the leftist guerrillas. the concern over a coup was raised yesterday when roberto d'aubuisson, a former army intelligence major who still commands the loyalty of a number of right-wing officers, denounced any negotiations between the governing junta and the leftist guerrillas and strongly hinted that a coup might be attempted this month. backing for regime voiced

the statement read by mr. chapin said that while there was no proof, the attack on embassy had the ''hallmarks of a d'aubuisson operation'' and added, ''the united states government supports president duarte and his government and we oppose a coup and anyone who seeks to change the duarte government.'' they have promised elections for next year. d'aubuisson was arrested in may for an attempted coup but was released shortly afterwards for supposed lack of evidence. arresting him would be a ticklish matter. salvadoran national guard troops guarding the embassy said they threw themselves to the ground as the bullets struck the metal picket fence surrounding the modernistic embassy and punctured a metal lamppost. illustrations: photo of jose napoleon duarte","president jose napoleon duarte of el salvador said today that no ''preparations'' had been made for negotiations with the leaders of the leftist guerrillas.   sources close to the president said that a trip to west germany he had planned for the weekend had been canceled, apparently out of fear of a right-wing coup.   at the same time, the united states embassy issued a statement opposing any attempt at a coup. the comment came after the embassy was the target of shots fired from a passing truck."
"a yearlong study by the community service society of new york has concluded that the problem of homeless people on the streets of the city has ''reached such extraordinary proportions'' that emergency housing must be set up. the study, to be made public tomorrow, says government agencies have failed to face the problem of the homeless and have made it even worse with the state's program of discharging many patients from mental institutions into communities. asked to comment on the study's findings, robert trobe, the deputy administrator for family and adult services of the city's human resources administration, said the city had only so much money for the homeless - spending about $12 million a year to shelter them. they think there is no end to revenues.'' report rebuts 'myth'

''counter to the prevailing myth that the homeless choose their nomadic lifestyle and refuse any assistance offered them,'' the report says, ''the reality is that most have never been offered the fundamental provisions of decent food and humane, noncoercive shelter.'' the researchers said some of the homeless had been forced violently from their hotels. in some cases, they said, buildings had been burned down to drive out tenants.","a yearlong study by the community service society of new york has concluded that the problem of homeless people on the streets of the city has ''reached such extraordinary proportions'' that emergency housing must be set up.   the study, to be made public tomorrow, says government agencies have failed to face the problem of the homeless and have made it even worse with the state's program of discharging many patients from mental institutions into communities.   the homeless are found in almost every part of the city. sometimes they are seen shuffling along the streets or crouched in doorways seeking temporary shelter from wind and rain. they inhabit the bus and railroad stations and subways until they are chased away by the police."
"bonn at the economic summit meeting of western leaders here in 1978, west germany staunchly resisted calls for it to use its head of economic steam like a locomotive to tug europe's lagging economies out of the recession that the oil crisis of 1974 had induced. growth in the first quarter was an acceptable 2 percent. but some of these measures had only partial success, and others brought unwanted side effects. by year end, the mark's relatively low value was making imports more costly, lifting the inflationary spiral in germany again, but doing little to stem the decline in exports caused by worldwide recession. as the year ended, the outlook for 1981 offered little consolation. in october, bonn's minister of economics, otto lambsdorff, predicted economic growth in 1981 would be between zero and 1 percent. schmidt rejected what he belittlingly termed the ''rhetoric of belt-tightening.''","bonn at the economic summit meeting of western leaders here in 1978, west germany staunchly resisted calls for it to use its head of economic steam like a locomotive to tug europe's lagging economies out of the recession that the oil crisis of 1974 had induced.   by the end of 1980, however, germany's politicians and industrialists would have been flattered if anyone had asked them to play locomotive. with the cost of oil still climbing and europe's economies locked in another downturn, west germany, too, had run out of steam and its leaders were becoming increasingly pessimistic about 1981.   most people remain convinced that germany is still one of the line's heavier pieces of rolling stock, but they also have came to realize that it is not immune to the economic difficulties that plague other industrialized nations."
"the new broadway season is barely out of the starting gate, but it's not a minute too early to start thinking about contenders for next season. raposo have been working on ''it's a wonderful life'' for nearly two years, but not solidly. '' in november with richard kiley as scrooge. ''you hate to rely on just one show,'' he observes. '' bob gunton, the original juan peron in ''evita,'' is coming back to new york in amlin gray's ''how i got that story,'' which deals with the vietnam war. harold defelice and louis scheeder, the producers, plan to open ''how i got that story'' off broadway in early december. robert allan ackerman is directing the production. jill o'hara says she is amazed by the timing of all this: she used to be a meek person who sat by herself and never opened her mouth at meetings of her tenants' association. ''it's funny how my experience with the rent strike ties into the show,'' the 34-year-old miss o'hara says. '' so often you end up with a pamphlet on the stage instead of the human condition. she adds that she is surprised by the numbers of people who come up to her after the show to tell her how much they enjoyed her performance in the neil simon-burt bacharach musical ''promises, promises.'' i've done everything backward in my career.'' there is a lot of luc k in this business. illustrations: hirshfeld drawing of jill o'hara","the new broadway season is barely out of the starting gate, but it's not a minute too early to start thinking about contenders for next season. that is what sheldon harnick and joseph raposo are doing. they are working on a musical adaptati on of ''it's a wonderfullife,'' frank capra's 1946 film that starred james stewart as an amiable chap who is foiled in his attempt to break out of his smalltown life. mr. harnick is writing the bo ok and lyrics, and mr.  raposo, the music. the producers are mary jo slater and eugene wolsk.   mr. harnick, the lyricist for ''fiddler on the roof,'' reports that he and mr. raposo have been working on ''it's a wonderful life'' for nearly two years, but not solidly. ''in the midst of it,'' he says, ''i got an assignment from the houston grand opera to do 'carmen.' it opened last january. and joe did the score for 'the great muppet caper' movie.''   mr. harnick has also been working on another new musical, ''a christmas carol,'' which will open in wilmington, del., in november with richard kiley as scrooge. after that, he and mr. raposo will give their full attention to ''it's a wonderful life.'' theoretically, mr. harnick could have two shows on broadway next season, for ''a christmas carol'' is scheduled to tour the country for a year and then open in new york."
25— arlington park race officials denied today published reports that an influenza virus was spreading through the track's barns and might affect sunday's running of the arlington million.,arlington park race officials denied today published reports that an influenza virus was spreading through the track's barns and might affect sunday's running of the arlington million.
"east rutherford youngsters squealed with laughter as the first contingent of clowns chased each other in mock fury to the accompaniment of the circus band. we couldn't ask for a better place to stage a circus,'' said tim holst, the performance director. '' while clowns were entertaining in the recently opened arena, animal attendants backstage were preparing elephants for the next act. holst became performance director of the red unit of the circus, which made him responsible for everything that happens out on the floor. ''it's a big job,'' he said, ''not only because of the technical problems involved in setting up each date and performance, but also in controlling squabbles that often arise from time to time between performers. artists, stagehands and animal keepers - more than 300 travel with the circus from city to city - were nearly unanimous in their praise of the new arena and said they hoped the new jersey engagement would become an annual event. ''performers even get their own dressing rooms. we left the house a half-hour ago, bought tickets and even had time to buy popcorn for the kids before the first act.","east rutherford youngsters squealed with laughter as the first contingent of clowns chased each other in mock fury to the accompaniment of the circus band. minutes later, they sat in awe as the full circus cast took center stage.   this was the 111th edition of the ringling brothers and barnum & bailey circus and it was the first time the circus had given regularly scheduled performances in new jersey. the run, at the brendan t. byrne arena here, will end tuesday."
"by christopher lehmann-haupt how life imitates the world series. it is commonplace, but essential, to note that the longest home runs, the best outfield catches, the grandest infield pirouettes are almost always displayed in batting practice. surely the gent who reached the upper deck at 6 p.m. can still do it at 10 p.m.'') how prevalent are spitball pitchers nowadays? ( boswell altogether charming on the transcendental meaning of baseball: ''in our daily cacophony, the national 'pastime' is one of those notes we periodically strike in hopes of hearing a hint of middle c.'' anyway, when it comes to celebrating the game's radiance, roger angell has pretty much retired the trophy. boswell has good ideas for subjects: what baseball is like in such places as puerto rico and cuba. this ought to settle one long-simmering hot-stove-league debate. it suggests that johnny mize, joe jackson and hack wilson, each of whom ranks in the all-time top 20, are underrated.","by christopher lehmann-haupt how life imitates the world series. by thomas boswell. 296 pages. doubleday. $14.95.   you could say that thomas boswell's ''how life imitates the world series'' is an obvious sort of baseball book because its pieces answer many of the questions that seem obvious to anyone who follows the game closely. why do the baltimore orioles win more games than any other team? (short answer: they have earl weaver to manage them.) why did bill veeck used to consume four packs of cigarettes and a case of beer a day? (with oscar wilde, he believed that ''the only way to get rid of a temptation is to yield to it.'')"
"the latest advertising incursion into previous ad-free areas of print is the sponsored comic strip, according to editor & publisher. the latter has as sponsor lethco sales, a buick dealer, who reports some comment.","the latest advertising incursion into previous ad-free areas of print is the sponsored comic strip, according to editor & publisher."
"also: microsoft may back dell buyout; reid hoffman on hiring a “professional” ceo. keep your blu-rays and dvds, hollywood — i’ve gone digital [cnet]

all this hassle and for what? intel has two options to keep wall street happy: ship tons of product with huge margins and/or generate additional profit (at forgiveably lower margins) that’s not directly tied to the pc industry. the desktop motherboards division doesn’t exactly fit within that category. sign up now to get today in tech emailed every morning.","also: microsoft may back dell buyout; reid hoffman on hiring a ""professional"" ceo.  the no-hire paper trail steve jobs and eric schmidt didn't want you to see [the verge] in his statement, colligan says he received a call from jobs in august of 2007, expressing concern about palm’s hiring of apple employees. he goes on to…"
"san francisco--(business wire)-- gap inc. ( on a constant currency basis, august 2015 net sales were flat compared with last year. comparable sales by global brand for august 2015 were as follows:

the company noted that this year’s labor day holiday is one week later, as compared to last year, offsetting the benefit from the shift of tax-free holidays in a number of states from july last year to august this year. ’s sales performance is available by calling 1-800-gap-news (1-800-427-6397).","san francisco---- gap inc. today reported that net sales for the four-week period ended august 29, 2015 decreased 3 percent to $1.20 billion compared with net sales of $1.23 billion for the four-week period ended august 30, 2014. on a constant currency basis, august 2015 net sales were flat compared with last year. “we’ re pleased that old navy delivered another..."
"ingeñuity is a content and experiential event firm that creates, designs and produces groundbreaking signature platforms connecting the world's most recognizable brands to people experiences, the three founders announced today. corporate brands working with ingeñuity created or produced content and events are macy's, southwest airlines and the los angeles times to name a few.","new branded content& experiential agency unites corporate pioneer sol trujillo with latinpointe’ s david and sarah chavez. ingeñuity to launch a series of ""people-connecting"" platforms including a national speakers bureau and a multi-city tour with soledad o'brien. kansas city, kan.---- in a move reflective of the changing demographics where the power of..."
"sept 1 (reuters) - twenty-first century fox inc's fox news channel scored the highest prime-time ratings among all basic cable television networks in august, according to nielsen data, led by the republican presidential candidates' debate and anchor megyn kelly's ""the kelly file.""","sept 1- twenty-first century fox inc's fox news channel scored the highest prime-time ratings among all basic cable television networks in august, according to nielsen data, led by the republican presidential candidates' debate and anchor megyn kelly's ""the kelly file."" fox news channel's total viewers rose 34 percent to average roughly 2.4 million from a year..."
"stocks closed higher on wednesday as investors eyed better-than-expected data and remained optimistic on resolution between greece and its creditors. ( i think it's mostly about greece (and) a lot of volatility around what's happening in europe."" the dow jones industrial average closed about 140 points higher, off a more than 170-point rise in the open. ""the reason futures (were) strong this morning is the idea we might have a resolution on greece that keeps it in the euro zone,"" said james meyer, chief investment officer at tower bridge advisors. "" ""i think the markets are going to discount everything that happened on monday,"" he said. "" greece became the first advanced nation to default on the international monetary fund when it failed to make a 1.5 billion euro ($1.7 billion) loan that was due to the imf tuesday night. the european central bank kept its emergency liquidity cap for greek banks unchanged. asian equities outside of mainland china gained amid news of greek default, but the shanghai composite plunged more than 5 percent.",u.s. stocks closed higher as investors eyed better-than-expected data and remained optimistic on a deal between greece and its creditors.
"photo: gregory shamus, getty images

cleveland, oh - december 6: austin davis #7 of the cleveland browns throws a first quarter pass while playing the cincinnati bengalsat firstenergy stadium on december 6, 2015 in cleveland, ohio. ( shaun draughn scored on a 1-yard run in the second. facts and figures from 49ers’ win over the bears

sunday’s win featured a large number of firsts: it was the 49ers’ first road victory of the year; jimmie ward’s 29-yard pick six was the first td of his career; phil dawson’s blocked extra point after ward’s td (which, it turned out, would have kept the game from going into ot) was his first missed pat of the season; and shaun draughn’s second-quarter td was his first as a 49er.","facts and figures from 49ers’ win over the bears  sunday’s win featured a large number of firsts:  having won on the road for the first time this season, the 49ers probably will be favored to make it two in a row when they play the browns in cleveland on sunday.  austin davis, left, got the start for the browns over johnny manziel in sunday’s 37-3 loss to the bengals, which dropped cleveland to 2-10.  noteworthy stats from sunday’s game:  tackles by linebacker navorro bowman — the fifth time in the past eight games that he’s had at least 10.  td catches of 70-plus yards for torrey smith this year, the first s.f.  wide receiver to do it since john taylor (1989)."
"photo: scott strazzante, the chronicle

lb wilhoite signs one-year deal to stay with 49ers

niners inside linebacker michael wilhoite, a restricted free agent, has signed his one-year qualifying offer from the team and will aim to assume a starting role for the third straight season. we weren’t in a position at any point where we felt the player available was that guy.","niners inside linebacker michael wilhoite, a restricted free agent, has signed his one-year qualifying offer from the team and will aim to assume a starting role for the third straight season.  wilhoite, 29, had 85 tackles and one interception in 12 starts last year before he was sidelined with a season-ending ankle injury.  in 2014, when bowman was sidelined with a knee injury, wilhoite replaced him and had 87 tackles and two interceptions.  in october, the 49ers traded a sixth-round pick and center nick easton to the vikings for hodges, who had 39 tackles in four starts after wilhoite was injured.  the 49ers did not select an inside linebacker any of their 11 draft picks."
"charter communications is nearing an agreement with banks to raise funds for a bid for time warner cable, the wall street journal reported, citing people familiar with the situation.","charter communications is nearing an agreement with banks to raise funds for a bid for time warner cable, according to a report."
"swift, the global financial network that banks use to transfer billions of dollars every day, warned its customers on monday that it was aware of “a number of recent cyber incidents” where attackers had sent fraudulent messages over its system. get data sheet, fortune’s technology newsletter. swift confirmed to reuters the authenticity of the notice.",the malware was probably used by hackers in the bangladesh bank heist.
"scarlett johansson says dylan farrow was ""irresponsible"" in naming her in an open letter that slammed the film industry for its silence over claims she was sexually abused by woody allen. the hollywood actress criticized allen's estranged adoptive daughter, who is now 28, for implicating her and a host of other a-list actors in a case she said they ""know nothing about."" ""i think it's irresponsible to take a bunch of actors that will have a google alert on and to suddenly throw their name into a situation none of us could possibly knowingly comment on."" i mean, it's all guesswork,"" she told the british newspaper.","scarlett johansson says dylan farrow was ""irresponsible"" in naming her in an open letter that slammed the film industry for its silence over claims she was sexually abused by woody allen."
"the answer is maybe -- but they can't do anything that you couldn't do yourself, for free. under the federal credit repair organizations act, credit repair companies need to provide a detailed written contract about the services they'll perform, include a three-day right to cancel without charge, state how long it will take to see results, disclose the total cost to you and outline any guarantees. all consumers are entitled to a free copy of their reports with the three major credit reporting bureaus (experian, equifax and transunion) every 12 months at www.annualcreditreport.com. send it by certified mail, return receipt requested. you may also request that they send the corrected version to anyone who received your report in the past six months (or two years for reports that went to prospective employers). some creditors are willing to look at your more recent credit history, so as long as you keep showing improvement, a past problem might not set you back.","the answer is maybe -- but they can't do anything that you couldn't do yourself, for free."
"filing for unemployment benefits can be tricky. some states, such as california, at least try to make it easy with various ways to file. even if you accepted a buyout so that you wouldn't be laid off, it's still technically a layoff and you're entitled to unemployment benefits. this again shows that the job loss was out of your control and that the company chose to let you go as it restructured its workforce. the ultimate test, pugh said, is that a worker lost their job through no fault of their own. if you had good reason to quit, then you can collect unemployment. but you must have complained about the cause long before quitting

this is ok to use, pugh says, if you were fired for something that you didn't do wrong, such as steal from the company. ordinary negligence is not generally considered gross misconduct. that's the phrase to keep in mind when applying for benefits if you quit while being threatened with termination, pugh said. next: where the jobs are: growing states and booming industries >>

more articles you might like","filing for unemployment benefits can be tricky. if you're lucky and haven't lost your job before, it can be a difficult proce  to wade through the red tape. some states, such a"
"toto, i’ve a feeling we’re not in alicia-ville anymore. it’s a horror comedy that shows cranial matter leaking out of human ears with the exclamation-pointed special effects of, say, “men in black.” sometimes it works, sometimes it doesn’t.","”braindead” is an interesting and ambitious effort to blend political dealings with alien horrors. sometimes it works, sometimes it doesn’t."
"16— a senior editor at the new republic has published a column on the internet that deplores the violence in the film ''kill bill'' and criticizes harvey weinstein, the co-chairman of miramax, which released the film, and michael eisner, chairman of the walt disney company, as ''jewish executives'' who ''worship money above all else.'' easterbrook has his own ''easterblogg'' column. the movie, which opened last week and was no. easterbrook went on to say, ''recent european history alone ought to cause jewish executives to experience second thoughts about glorifying the killing of the helpless as a fun lifestyle choice.''","a senior editor at the new republic has published a column on the internet that deplores the violence in the film ''kill bill'' and criticizes harvey weinstein, the co-chairman of miramax, which released the film, and michael eisner, chairman of the walt disney company, as ''jewish executives'' who ''worship money above all else.''    the article by the senior editor, gregg easterbrook, appeared monday on the new republic's web site. within the site, mr. easterbrook has his own ''easterblogg'' column."
"in 1713, when he was only 25 years old, alexander pope assumed a momentous risk. but there has been a rejection of that rejection. pope's own formulas no longer look so un-homeric. steven shankman, a professor of english and classics at the university of oregon, eugene, and director of the oregon humanities center, remedies that shameful neglect with a new pope's ''iliad'' (''the iliad of homer translated by alexander pope,'' penguin, $22.95), completely re-editing the poem from pope's last published edition (the twickenham works from the first edition), modernizing the spelling and - most important - including pope's extensive notes, which show how carefully pope weighed the possible meanings of the original. though he was careful about it, he was working with 18th-century conventions and his audience's knowledge of the heroic couplet's possibilities. the sputtering rage of achilles is marked by double caesuras and stammering short u sounds (-ious, thus, -rupt-) in this couplet's second line:

here on the monarch's speech achilles broke

and furious thus / and interrupting / spoke. here hector's chariot breaks through war's congestion (and consonants) to clear a space in the last five words:

and mangled carnage clogs the rapid wheels.","in 1713, when he was only 25 years old, alexander pope assumed a momentous risk. barred by his roman catholic religion from the normal apparatus of government and private patronage, he took subscriptions for a large-scale project that filled his life for the next seven years and established his absolute pre-eminence among the poets of his time. the result was a version of homer's ''iliad'' that samuel johnson pronounced the greatest translation ever achieved in english or in any other language.    the romantic age triggered reaction against pope's neo-classical techniques. homer was considered a bard, close to nature, betrayed by the high pomp of england's augustan age. but there has been a rejection of that rejection. the formulaic devices of homer served a highly ritualistic world, with typical scenes of strict protocol for sacrifice, prayer, combat, hospitality and oratory. pope's own formulas no longer look so un-homeric."
"an appeals court ordered tim blixseth, the former billionaire and founder of the luxurious yellowstone club ski and golf resort, to remain in a montana jail on his birthday while it reviews a lower court order to hold him in contempt until he accounts for millions of dollars he owes creditors.","an appeals court ordered tim blixseth, the former billionaire developer, to remain in a montana jail on his birthday while it reviews a lower court order to hold him in contempt."
"cambridge — ask charlie kohlhase a question about jazz history. “i grew up at a time when people were really interested in free jazz. and i think you miss that today,” says charlie kohlhase. though his formal education didn’t extend beyond high school, the self-made musician complemented his copious listening habits with private instruction from saxophonist stan strickland and trombonist roswell rudd, plus the less-formal tutelage of the late john tchicai, a friend and sometime-collaborator who’d played sax with the likes of ayler and coltrane. with his explorer’s club, which kohlhase says he named with an eye toward something “with a boy scout-ish image but also the potential for some subversion,” he presents free-roaming compositions meant to highlight the musical ideas of his collaborators. ( depending on availability, the group may grow from three to nine players. that’s a clever way to run a band — to keep it fun like it’s a hang, but to get creative work done where everyone's contributing.” “i’m 100 percent sure he remembers what it was,” gershon says.","ask charlie kohlhase a question about jazz history. if you’re wondering about, say, an obscure studio session from the 1960s, there’s a good enough chance he’ll have a copy of it in his home collection, which numbers over 10,000 lps and a few thousand more cds. kohlhase—a saxophonist, songwriter, educator and radio host who has led various free-jazz-minded ensembles in the area since 1980—achieved his stature as the boston area’s walking encyclopedia of jazz simply by listening to, and playing, lots of music. a native of portsmouth, new hampshire, he hung around unh for eight years, but not in the classrooms—he started djing on college radio while still a sophomore in high school. he brings his explorer’s club trio to outpost 186 on thursday."
"one of the ritualistic sounds of the artistic summer season was heard yesterday with the announcement of the shortlist for the turner prize - the sound of critics sharpening their knives. apart from the customary arguments over the merit of the work, critics have demanded to know why no woman has ever won the prize, why it is limited to artists under 50 and why damien hirst - famously fond of incorporating rotting animals' heads in his work - has never won. in the running this year are:

rachel whiteread, nominated for the continuing development of her work as shown in exhibitions at the stedelijk van abbemuseum, eindhoven, the sydney biennale, and her recent exhibition at galerie burrus, paris. born in dublin in 1954, scully is an abstract painter whose richly coloured works express strong emotions. in this sense he relates to rothko who used the rectangle as a non-objective form through which he could be, in scully's words, emotionally specific, using heightened colour to communicate feeling. she photographs a wide range of subject matter: landscapes, cityscapes, interiors, still lives and the figure. the members of this year's jury are: iwona blazwick (curator), carole conrad (collector and representative of patrons of new art), declan mcgonagle (director, irish museum of modern art, dublin), david sylvester (art historian) and nicholas serota.","one of the ritualistic sounds of the artistic summer season was heard yesterday with the announcement of the shortlist for the turner prize - the sound of critics sharpening their knives. the candidates for the £20,000 prize include a woman who once cast an entire north london bedroom in plaster and a vietnamese-born installation sculptor whose work has featured streams of rice being poured over snapshots of his family."
"before you go, we thought you'd like these...

happy monday and welcome to your am daily buzz! check out the hottest stories happening right now! check out our

with her must-see halloween costume! with so many kim k. looks to choose from, fans had a field day on halloween. nicki minaj could not get enough of fans who dressed like her for the spooky night, and she posted a particularly accurate reproduction of the ""feeling myself"" music video with beyoncé.","heidi klum's amazing halloween costume, taylor swift and idina menzel sing on stage and more from your am daily buzz!"
an 81-year-old man from the finger lakes region became the first new yorker to die this year from the west nile virus.,"an 81-year-old man from the finger lakes region became the first new yorker to die this year from the west nile virus. the schuyler county man, whose name was not released, was hospitalized aug. 8 with symptoms of encephalitis, a swelling of the brain characteristic of the mosquito-borne illness, and died tuesday. ""it's likely this person was infected with a mosquito bite,""state health department spokeswoman kristine smith"
